"sa2_code_2011","sa2_name_2011","sa2_code_2021","sa2_name_2021","weight_norm_from_2011","weight_percent_from_2011","lga_code_2021","lga_name_2021","nsw_lhd_name"
118011345,"Paddington - Moore Park","118011345","Paddington - Moore Park",1,"100.0%",17200,"Sydney","South Eastern Sydney"
119011358,"Padstow","119011358","Padstow",1,"100.0%",11570,"Canterbury-Bankstown","South Western Sydney"
117011323,"Pagewood - Hillsdale - Daceyville","117011323","Pagewood - Hillsdale - Daceyville",1,"100.0%",10500,"Bayside (NSW)","South Eastern Sydney"
119011359,"Panania - Milperra - Picnic Point","119011658","Panania (South) - Picnic Point",0.5894305,"58.9%",11570,"Canterbury-Bankstown","South Western Sydney"
119011359,"Panania - Milperra - Picnic Point","119011657","Panania (North) - Milperra",0.4105695,"41.1%",11570,"Canterbury-Bankstown","South Western Sydney"
103021067,"Parkes (NSW)","103021067","Parkes (NSW)",1,"100.0%",16200,"Parkes","Western NSW"
103021068,"Parkes Region","103021068","Parkes Surrounds",1,"100.0%",16200,"Parkes","Western NSW"
116021310,"Parklea - Kellyville Ridge","116021628","Kellyville Ridge - The Ponds",0.6327158,"63.3%",10750,"Blacktown","Western Sydney"
116021310,"Parklea - Kellyville Ridge","116021633","Stanhope Gardens - Parklea",0.3672842,"36.7%",10750,"Blacktown","Western Sydney"
125041492,"Parramatta - Rosehill","125041718","Parramatta - South",0.3767675,"37.7%",16260,"Parramatta","Western Sydney"
125041492,"Parramatta - Rosehill","125041719","Rosehill - Harris Park",0.3301825,"33.0%",16260,"Parramatta","Western Sydney"
125041492,"Parramatta - Rosehill","125041717","Parramatta - North",0.29305,"29.3%",16260,"Parramatta","Western Sydney"
119031372,"Peakhurst - Lugarno","119031372","Peakhurst - Lugarno",1,"100.0%",12930,"Georges River","South Eastern Sydney"
126011496,"Pennant Hills - Cheltenham","126011496","Pennant Hills - Cheltenham",1,"100.0%",14000,"Hornsby","Northern Sydney"
124031464,"Penrith","124031464","Penrith",1,"100.0%",16350,"Penrith","Nepean Blue Mountains"
117021327,"Petersham - Stanmore","117021327","Petersham - Stanmore",1,"100.0%",14170,"Inner West","Sydney"
123031447,"Picton - Tahmoor - Buxton","123031447","Picton - Tahmoor - Buxton",1,"100.0%",18400,"Wollondilly","South Western Sydney"
115041301,"Pitt Town - McGraths Hill","115041301","Pitt Town - McGraths Hill",0.9965636,"99.7%",13800,"Hawkesbury","Nepean Blue Mountains"
115041301,"Pitt Town - McGraths Hill","115041623","Box Hill - Nelson",0.0034364,"0.3%",17420,"The Hills Shire","Western Sydney"
102011037,"Point Clare - Koolewong","102011037","Point Clare - Koolewong",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
117011324,"Port Botany Industrial","117011324","Port Botany Industrial",1,"100.0%",16550,"Randwick","South Eastern Sydney"
107011133,"Port Kembla Industrial","107011133","Port Kembla Industrial",1,"100.0%",18450,"Wollongong","Illawarra Shoalhaven"
108041163,"Port Macquarie - East","108041620","Port Macquarie - South",0.591827,"59.2%",16380,"Port Macquarie-Hastings","Mid North Coast"
108041163,"Port Macquarie - East","108041619","Port Macquarie - East",0.408173,"40.8%",16380,"Port Macquarie-Hastings","Mid North Coast"
108041164,"Port Macquarie - West","108041164","Port Macquarie - West",1,"100.0%",16380,"Port Macquarie-Hastings","Mid North Coast"
108041165,"Port Macquarie Region","108041165","Port Macquarie Surrounds",1,"100.0%",16380,"Port Macquarie-Hastings","Mid North Coast"
117031333,"Potts Point - Woolloomooloo","117031333","Potts Point - Woolloomooloo",1,"100.0%",17200,"Sydney","South Eastern Sydney"
112031253,"Pottsville","112031253","Pottsville",1,"100.0%",17550,"Tweed","Northern NSW"
127031526,"Prestons - Lurnea","127031733","Prestons",0.5033618015335,"50.3%",14900,"Liverpool","South Western Sydney"
127031526,"Prestons - Lurnea","127031599","Lurnea - Cartwright",0.4225925,"42.3%",14900,"Liverpool","South Western Sydney"
127031526,"Prestons - Lurnea","127031730","Edmondson Park",0.0740456984665,"7.4%",14900,"Liverpool","South Western Sydney"
116031318,"Prospect Reservoir","116031318","Prospect Reservoir",1,"100.0%",10750,"Blacktown","Western Sydney"
119021366,"Punchbowl","119021366","Punchbowl",1,"100.0%",11570,"Canterbury-Bankstown","Sydney"
121031409,"Pymble","121031409","Pymble",1,"100.0%",14500,"Ku-ring-gai","Northern Sydney"
117031334,"Pyrmont - Ultimo","117031641","Pyrmont",0.5951357,"59.5%",17200,"Sydney","Sydney"
117031334,"Pyrmont - Ultimo","117031646","Ultimo",0.4048643,"40.5%",17200,"Sydney","Sydney"
116021311,"Quakers Hill - Acacia Gardens","116021563","Quakers Hill",0.8573755,"85.7%",10750,"Blacktown","Western Sydney"
116021311,"Quakers Hill - Acacia Gardens","116021562","Acacia Gardens",0.1426245,"14.3%",10750,"Blacktown","Western Sydney"
101021009,"Queanbeyan","101021009","Queanbeyan",1,"100.0%",16490,"Queanbeyan-Palerang Regional","Southern NSW"
101021010,"Queanbeyan - East","101021010","Queanbeyan - East",1,"100.0%",16490,"Queanbeyan-Palerang Regional","Southern NSW"
101021011,"Queanbeyan Region","101021611","Queanbeyan Surrounds",0.9032903,"90.3%",16490,"Queanbeyan-Palerang Regional","Southern NSW"
101021011,"Queanbeyan Region","101021610","Googong",0.0967097,"9.7%",16490,"Queanbeyan-Palerang Regional","Southern NSW"
101021012,"Queanbeyan West - Jerrabomberra","101021012","Queanbeyan West - Jerrabomberra",1,"100.0%",16490,"Queanbeyan-Palerang Regional","Southern NSW"
110041201,"Quirindi","110041201","Quirindi",1,"100.0%",14920,"Liverpool Plains","Hunter New England"
118021352,"Randwick","118021569","Randwick - North",0.5822845,"58.2%",16550,"Randwick","South Eastern Sydney"
118021352,"Randwick","118021570","Randwick - South",0.4177155,"41.8%",16550,"Randwick","South Eastern Sydney"
106031122,"Raymond Terrace","106031122","Raymond Terrace",1,"100.0%",16400,"Port Stephens","Hunter New England"
117031335,"Redfern - Chippendale","117031642","Redfern",0.6261729,"62.6%",17200,"Sydney","Sydney"
117031335,"Redfern - Chippendale","117031639","Chippendale",0.3738271,"37.4%",17200,"Sydney","Sydney"
111011211,"Redhead","111011211","Redhead",1,"100.0%",14650,"Lake Macquarie","Hunter New England"
119011360,"Revesby","119011360","Revesby",1,"100.0%",11570,"Canterbury-Bankstown","South Western Sydney"
124041466,"Richmond - Clarendon","124041466","Richmond - Clarendon",1,"100.0%",13800,"Hawkesbury","Nepean Blue Mountains"
116021312,"Riverstone - Marsden Park","116021630","Riverstone",0.4582552,"45.8%",10750,"Blacktown","Western Sydney"
116021312,"Riverstone - Marsden Park","116021632","Schofields - East",0.3218834,"32.2%",10750,"Blacktown","Western Sydney"
116021312,"Riverstone - Marsden Park","116021631","Schofields (West) - Colebee",0.176805,"17.7%",10750,"Blacktown","Western Sydney"
116021312,"Riverstone - Marsden Park","116021629","Marsden Park - Shanes Park",0.0430564,"4.3%",10750,"Blacktown","Western Sydney"
119031373,"Riverwood","119031373","Riverwood",0.9844061,"98.4%",11570,"Canterbury-Bankstown","Sydney"
119031373,"Riverwood","119031372","Peakhurst - Lugarno",0.0155939,"1.6%",12930,"Georges River","South Eastern Sydney"
114021288,"Robertson - Fitzroy Falls","114021288","Robertson - Fitzroy Falls",1,"100.0%",18350,"Wingecarribee","South Western Sydney"
119041381,"Rockdale - Banksia","119041381","Rockdale - Banksia",1,"100.0%",10500,"Bayside (NSW)","South Eastern Sydney"
125011475,"Rookwood Cemetery","125011475","Rookwood Cemetery",1,"100.0%",12380,"Cumberland","Western Sydney"
116031319,"Rooty Hill - Minchinbury","116031319","Rooty Hill - Minchinbury",1,"100.0%",10750,"Blacktown","Western Sydney"
118011346,"Rose Bay - Vaucluse - Watsons Bay","118011346","Rose Bay - Vaucluse - Watsons Bay",1,"100.0%",18500,"Woollahra","South Eastern Sydney"
119021367,"Roselands","119021367","Roselands",1,"100.0%",11570,"Canterbury-Bankstown","Sydney"
123021444,"Rosemeadow - Glen Alpine","123021444","Rosemeadow - Glen Alpine",1,"100.0%",11500,"Campbelltown (NSW)","South Western Sydney"
115041302,"Rouse Hill - Beaumont Hills","115041625","Rouse Hill - Beaumont Hills",0.7313957,"73.1%",17420,"The Hills Shire","Western Sydney"
115041302,"Rouse Hill - Beaumont Hills","115041624","North Kellyville",0.2083259,"20.8%",17420,"The Hills Shire","Western Sydney"
115041302,"Rouse Hill - Beaumont Hills","115041623","Box Hill - Nelson",0.0602784,"6.0%",17420,"The Hills Shire","Western Sydney"
128021537,"Royal National Park","128021537","Royal National Park",1,"100.0%",17150,"Sutherland Shire","South Eastern Sydney"
126021502,"Ryde - Putney","126021724","Ryde - North",0.6245048715329,"62.5%",16700,"Ryde","Northern Sydney"
126021502,"Ryde - Putney","126021725","Ryde - South",0.2195066284671,"22.0%",16700,"Ryde","Northern Sydney"
126021502,"Ryde - Putney","126021590","Putney",0.1559885,"15.6%",16700,"Ryde","Northern Sydney"
119041382,"Sans Souci - Ramsgate","119041382","Sans Souci - Ramsgate",1,"100.0%",10500,"Bayside (NSW)","South Eastern Sydney"
102011038,"Saratoga - Davistown","102011038","Saratoga - Davistown",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
104021089,"Sawtell - Boambee","104021089","Sawtell - Boambee",1,"100.0%",11800,"Coffs Harbour","Mid North Coast"
106041128,"Scone","106041128","Scone",1,"100.0%",17620,"Upper Hunter Shire","Hunter New England"
106041129,"Scone Region","106041129","Scone Surrounds",1,"100.0%",17620,"Upper Hunter Shire","Hunter New England"
106031123,"Seaham - Woodville","106031123","Seaham - Woodville",1,"100.0%",16400,"Port Stephens","Hunter New England"
116011308,"Seven Hills - Toongabbie","116011626","Seven Hills - Prospect",0.5807167,"58.1%",10750,"Blacktown","Western Sydney"
116011308,"Seven Hills - Toongabbie","116011627","Toongabbie - West",0.4190312,"41.9%",10750,"Blacktown","Western Sydney"
116011308,"Seven Hills - Toongabbie","125031715","Pemulwuy - Greystanes (North)",0.0002521,"0.0%",12380,"Cumberland","Western Sydney"
107031141,"Shellharbour - Flinders","107031141","Shellharbour - Flinders",1,"100.0%",16900,"Shellharbour","Illawarra Shoalhaven"
107031142,"Shellharbour - Oak Flats","107031142","Shellharbour - Oak Flats",1,"100.0%",16900,"Shellharbour","Illawarra Shoalhaven"
111031231,"Shortland - Jesmond","111031231","Shortland - Jesmond",1,"100.0%",15900,"Newcastle","Hunter New England"
106011112,"Singleton","106011112","Singleton",1,"100.0%",17000,"Singleton","Hunter New England"
106011113,"Singleton Region","106011113","Singleton Surrounds",1,"100.0%",17000,"Singleton","Hunter New England"
127021519,"Smithfield - Wetherill Park","127021519","Smithfield - Wetherill Park",1,"100.0%",12850,"Fairfield","South Western Sydney"
125031486,"Smithfield Industrial","125031486","Smithfield Industrial",1,"100.0%",12380,"Cumberland","Western Sydney"
119031374,"South Hurstville - Blakehurst","119031374","South Hurstville - Blakehurst",1,"100.0%",12930,"Georges River","South Eastern Sydney"
108021160,"South West Rocks","108021160","South West Rocks",1,"100.0%",14350,"Kempsey","Mid North Coast"
114021289,"Southern Highlands","114021289","Southern Highlands",1,"100.0%",18350,"Wingecarribee","South Western Sydney"
124011454,"Springwood - Winmalee","124011454","Springwood - Winmalee",1,"100.0%",10900,"Blue Mountains","Nepean Blue Mountains"
124051470,"St Clair","124051470","St Clair",1,"100.0%",16350,"Penrith","Nepean Blue Mountains"
114011279,"St Georges Basin - Erowal Bay","114011279","St Georges Basin - Erowal Bay",1,"100.0%",16950,"Shoalhaven","Illawarra Shoalhaven"
121031410,"St Ives","121031410","St Ives",1,"100.0%",14500,"Ku-ring-gai","Northern Sydney"
127021520,"St Johns Park - Wakeley","127021520","St Johns Park - Wakeley",1,"100.0%",12850,"Fairfield","South Western Sydney"
121011401,"St Leonards - Naremburn","121011401","St Leonards - Naremburn",1,"100.0%",18250,"Willoughby","Northern Sydney"
124051471,"St Marys - Colyton","124051581","St Marys - North St Marys",0.5727711,"57.3%",16350,"Penrith","Nepean Blue Mountains"
124051471,"St Marys - Colyton","124051580","Colyton - Oxley Park",0.4272289,"42.7%",16350,"Penrith","Nepean Blue Mountains"
111031232,"Stockton - Fullerton Cove","111031232","Stockton - Fullerton Cove",1,"100.0%",16400,"Port Stephens","Hunter New England"
120031397,"Strathfield","120031680","Strathfield - East",0.58261246664185,"58.3%",17100,"Strathfield","Sydney"
120031397,"Strathfield","120031681","Strathfield - West",0.29385803335815,"29.4%",17100,"Strathfield","Sydney"
120031397,"Strathfield","120031576","Strathfield South",0.1235295,"12.4%",17100,"Strathfield","Sydney"
102021052,"Summerland Point - Gwandalan","102021052","Summerland Point - Gwandalan",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
117031336,"Surry Hills","117031336","Surry Hills",1,"100.0%",17200,"Sydney","South Eastern Sydney"
114011280,"Sussex Inlet - Berrara","114011280","Sussex Inlet - Berrara",1,"100.0%",16950,"Shoalhaven","Illawarra Shoalhaven"
128021538,"Sutherland - Kirrawee","128021538","Sutherland - Kirrawee",1,"100.0%",17150,"Sutherland Shire","South Eastern Sydney"
111011212,"Swansea - Caves Beach","111011212","Swansea - Caves Beach",1,"100.0%",14650,"Lake Macquarie","Hunter New England"
117021328,"Sydenham - Tempe - St Peters","117021328","Sydenham - Tempe - St Peters",1,"100.0%",14170,"Inner West","Sydney"
117031337,"Sydney - Haymarket - The Rocks","117031645","Sydney (South) - Haymarket",0.7201389,"72.0%",17200,"Sydney","South Eastern Sydney"
117031337,"Sydney - Haymarket - The Rocks","117031644","Sydney (North) - Millers Point",0.2798611,"28.0%",17200,"Sydney","South Eastern Sydney"
117011325,"Sydney Airport","117011325","Sydney Airport",1,"100.0%",10500,"Bayside (NSW)","South Eastern Sydney"
128011531,"Sylvania - Taren Point","128011531","Sylvania - Taren Point",0.9996893,"100.0%",17150,"Sutherland Shire","South Eastern Sydney"
110041202,"Tamworth - East","110041202","Tamworth - East",1,"100.0%",17310,"Tamworth Regional","Hunter New England"
110041203,"Tamworth - North","110041203","Tamworth - North",1,"100.0%",17310,"Tamworth Regional","Hunter New England"
110041204,"Tamworth - West","110041204","Tamworth - West",1,"100.0%",17310,"Tamworth Regional","Hunter New England"
110041205,"Tamworth Region","110041205","Tamworth Surrounds",1,"100.0%",17310,"Tamworth Regional","Hunter New England"
108051169,"Taree","108051169","Taree",1,"100.0%",15240,"Mid-Coast","Hunter New England"
108051170,"Taree Region","108051170","Taree Surrounds",1,"100.0%",15240,"Mid-Coast","Hunter New England"
106031124,"Tea Gardens - Hawks Nest","106031124","Tea Gardens - Hawks Nest",1,"100.0%",15240,"Mid-Coast","Hunter New England"
113031266,"Temora","113031266","Temora",1,"100.0%",17350,"Temora","Murrumbidgee"
110021194,"Tenterfield","110021194","Tenterfield",1,"100.0%",17400,"Tenterfield","Hunter New England"
122031432,"Terrey Hills - Duffys Forest","122031432","Terrey Hills - Duffys Forest",1,"100.0%",15990,"Northern Beaches","Northern Sydney"
102011039,"Terrigal - North Avoca","102011039","Terrigal - North Avoca",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
102021053,"The Entrance","102021053","The Entrance",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
123031448,"The Oaks - Oakdale","123031448","The Oaks - Oakdale",1,"100.0%",18400,"Wollondilly","South Western Sydney"
107041148,"Thirroul - Austinmer - Coalcliff","107041148","Thirroul - Austinmer - Coalcliff",1,"100.0%",18450,"Wollongong","Illawarra Shoalhaven"
106021118,"Thornton - Millers Forest","106021618","Thornton - Millers Forest",1,"100.0%",15050,"Maitland","Hunter New England"
109031185,"Tocumwal - Finley - Jerilderie","109031185","Tocumwal - Finley - Jerilderie",1,"100.0%",15560,"Murrumbidgee","Murrumbidgee"
114011281,"Tomerong - Wandandian - Woollamia","114011281","Tomerong - Wandandian - Woollamia",1,"100.0%",16950,"Shoalhaven","Illawarra Shoalhaven"
125041493,"Toongabbie - Constitution Hill","125041493","Toongabbie - Constitution Hill",1,"100.0%",16260,"Parramatta","Western Sydney"
111021219,"Toronto - Awaba","111021219","Toronto - Awaba",1,"100.0%",14650,"Lake Macquarie","Hunter New England"
102021054,"Toukley - Norah Head","102021054","Toukley - Norah Head",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
102021055,"Tuggerah - Kangy Angy","102021055","Tuggerah - Kangy Angy",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
113021260,"Tumbarumba","113021260","Tumbarumba",1,"100.0%",17080,"Snowy Valleys","Murrumbidgee"
113021261,"Tumut","113021261","Tumut",1,"100.0%",17080,"Snowy Valleys","Murrumbidgee"
113021262,"Tumut Region","113021262","Tumut Surrounds",1,"100.0%",17080,"Snowy Valleys","Murrumbidgee"
108011154,"Tuncurry","108011154","Tuncurry",1,"100.0%",15240,"Mid-Coast","Hunter New England"
121031411,"Turramurra","121031411","Turramurra",1,"100.0%",14500,"Ku-ring-gai","Northern Sydney"
112031254,"Tweed Heads","112031254","Tweed Heads",1,"100.0%",17550,"Tweed","Northern NSW"
112031255,"Tweed Heads - South","112031550","Banora Point",0.577569,"57.8%",17550,"Tweed","Northern NSW"
112031255,"Tweed Heads - South","112031552","Tweed Heads South",0.3034095,"30.3%",17550,"Tweed","Northern NSW"
112031255,"Tweed Heads - South","112031551","Terranora - North Tumbulgum",0.1190215,"11.9%",17550,"Tweed","Northern NSW"
114011282,"Ulladulla","114011282","Ulladulla",1,"100.0%",16950,"Shoalhaven","Illawarra Shoalhaven"
114011283,"Ulladulla Region","114011283","Ulladulla Surrounds",1,"100.0%",16950,"Shoalhaven","Illawarra Shoalhaven"
102011040,"Umina - Booker Bay - Patonga","102011040","Umina - Booker Bay - Patonga",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
107011134,"Unanderra - Mount Kembla","107011134","Unanderra - Mount Kembla",1,"100.0%",18450,"Wollongong","Illawarra Shoalhaven"
104021090,"Urunga","104021090","Urunga",1,"100.0%",10600,"Bellingen","Mid North Coast"
111011213,"Valentine - Eleebana","111011213","Valentine - Eleebana",1,"100.0%",14650,"Lake Macquarie","Hunter New England"
113031267,"Wagga Wagga - East","113031267","Wagga Wagga - East",1,"100.0%",17750,"Wagga Wagga","Murrumbidgee"
113031268,"Wagga Wagga - North","113031268","Wagga Wagga - North",1,"100.0%",17750,"Wagga Wagga","Murrumbidgee"
113031269,"Wagga Wagga - South","113031269","Wagga Wagga - South",1,"100.0%",17750,"Wagga Wagga","Murrumbidgee"
113031270,"Wagga Wagga - West","113031270","Wagga Wagga - West",1,"100.0%",17750,"Wagga Wagga","Murrumbidgee"
113031271,"Wagga Wagga Region","113031271","Wagga Wagga Surrounds",0.999807,"100.0%",17750,"Wagga Wagga","Murrumbidgee"
113031271,"Wagga Wagga Region","113031268","Wagga Wagga - North",0.000193,"0.0%",17750,"Wagga Wagga","Murrumbidgee"
121031412,"Wahroonga - Warrawee","121031412","Wahroonga (East) - Warrawee",1,"100.0%",14500,"Ku-ring-gai","Northern Sydney"
110011189,"Walcha","110011189","Walcha",1,"100.0%",17850,"Walcha","Hunter New England"
105011096,"Walgett - Lightning Ridge","105011096","Walgett - Lightning Ridge",1,"100.0%",17900,"Walgett","Western NSW"
111031233,"Wallsend - Elermore Vale","111031233","Wallsend - Elermore Vale",1,"100.0%",15900,"Newcastle","Hunter New England"
102011041,"Wamberal - Forresters Beach","102011041","Wamberal - Forresters Beach",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
111021220,"Wangi Wangi - Rathmines","111021220","Wangi Wangi - Rathmines",1,"100.0%",14650,"Lake Macquarie","Hunter New England"
111031234,"Waratah - North Lambton","111031234","Waratah - North Lambton",1,"100.0%",15900,"Newcastle","Hunter New England"
107031143,"Warilla","107031143","Warilla",1,"100.0%",16900,"Shellharbour","Illawarra Shoalhaven"
111011214,"Warners Bay - Boolaroo","111011214","Warners Bay - Boolaroo",1,"100.0%",14650,"Lake Macquarie","Hunter New England"
102021056,"Warnervale - Wadalba","102021056","Warnervale - Wadalba",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
124031465,"Warragamba - Silverdale","124031465","Warragamba - Silverdale",1,"100.0%",18400,"Wollondilly","South Western Sydney"
122021423,"Warriewood - Mona Vale","122021690","Mona Vale - Warriewood (North)",0.56476881307496,"56.5%",15990,"Northern Beaches","Northern Sydney"
122021423,"Warriewood - Mona Vale","122021691","North Narrabeen - Warriewood (South)",0.43376638692504,"43.4%",15990,"Northern Beaches","Northern Sydney"
122021423,"Warriewood - Mona Vale","122021421","Bayview - Elanora Heights",0.0014648,"0.1%",15990,"Northern Beaches","Northern Sydney"
117031338,"Waterloo - Beaconsfield","117031647","Waterloo",0.4451852,"44.5%",17200,"Sydney","Sydney"
117031338,"Waterloo - Beaconsfield","117031648","Zetland",0.3012644,"30.1%",17200,"Sydney","Sydney"
117031338,"Waterloo - Beaconsfield","117031643","Rosebery - Beaconsfield",0.2535504,"25.4%",17200,"Sydney","Sydney"
108041166,"Wauchope","108041166","Wauchope",1,"100.0%",16380,"Port Macquarie-Hastings","Mid North Coast"
105031106,"Wellington","105031106","Wellington",1,"100.0%",12390,"Dubbo Regional","Western NSW"
109021178,"Wentworth - Buronga","109021178","Wentworth - Buronga",1,"100.0%",18200,"Wentworth","Far West"
124011455,"Wentworth Falls","124011455","Wentworth Falls",1,"100.0%",10900,"Blue Mountains","Nepean Blue Mountains"
109021179,"Wentworth-Balranald Region","109021179","Wentworth-Balranald Region",1,"100.0%",18200,"Wentworth","Far West"
115011296,"West Pennant Hills","115011296","West Pennant Hills",1,"100.0%",17420,"The Hills Shire","Western Sydney"
126021503,"West Ryde - Meadowbank","126021503","West Ryde - Meadowbank",1,"100.0%",16700,"Ryde","Northern Sydney"
111021221,"West Wallsend - Barnsley - Killingworth","111021221","West Wallsend - Barnsley - Killingworth",1,"100.0%",14650,"Lake Macquarie","Hunter New England"
103021069,"West Wyalong","103021069","West Wyalong",1,"100.0%",10800,"Bland","Murrumbidgee"
127021521,"Wetherill Park Industrial","127021521","Wetherill Park Industrial",1,"100.0%",12850,"Fairfield","South Western Sydney"
111031235,"Wickham - Carrington - Tighes Hill","111031235","Wickham - Carrington - Tighes Hill",1,"100.0%",15900,"Newcastle","Hunter New England"
106031125,"Williamtown - Medowie - Karuah","106031125","Williamtown - Medowie - Karuah",1,"100.0%",16400,"Port Stephens","Hunter New England"
121011402,"Willoughby - Castle Cove - Northbridge","121011683","Castle Cove - Northbridge",0.5165186,"51.7%",18250,"Willoughby","Northern Sydney"
121011402,"Willoughby - Castle Cove - Northbridge","121011687","Willoughby",0.4834814,"48.3%",18250,"Willoughby","Northern Sydney"
124041467,"Windsor - Bligh Park","124041467","Windsor - Bligh Park",1,"100.0%",13800,"Hawkesbury","Nepean Blue Mountains"
108051171,"Wingham","108051171","Wingham",1,"100.0%",15240,"Mid-Coast","Hunter New England"
125041494,"Winston Hills","125041494","Winston Hills",1,"100.0%",16260,"Parramatta","Western Sydney"
103031075,"Wollangambe - Wollemi","103031075","Wollangambe - Wollemi",1,"100.0%",14870,"Lithgow","Nepean Blue Mountains"
107041149,"Wollongong","107041549","Wollongong - West",0.5507249,"55.1%",18450,"Wollongong","Illawarra Shoalhaven"
107041149,"Wollongong","107041548","Wollongong - East",0.4492751,"44.9%",18450,"Wollongong","Illawarra Shoalhaven"
104021091,"Woolgoolga - Arrawarra","104021091","Woolgoolga - Arrawarra",1,"100.0%",11800,"Coffs Harbour","Mid North Coast"
118011347,"Woollahra","118011347","Woollahra",1,"100.0%",18500,"Woollahra","South Eastern Sydney"
107041150,"Woonona - Bulli - Russell Vale","107041150","Woonona - Bulli - Russell Vale",1,"100.0%",18450,"Wollongong","Illawarra Shoalhaven"
102011042,"Woy Woy - Blackwall","102011042","Woy Woy - Blackwall",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
102011043,"Wyoming","102011043","Wyoming",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
102021057,"Wyong","102021057","Wyong",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
119011361,"Yagoona - Birrong","119011361","Yagoona - Birrong",1,"100.0%",11570,"Canterbury-Bankstown","South Western Sydney"
124041468,"Yarramundi - Londonderry","124041468","Yarramundi - Londonderry",1,"100.0%",16350,"Penrith","Nepean Blue Mountains"
101011003,"Yass","101061541","Yass",1,"100.0%",18710,"Yass Valley","Southern NSW"
101011004,"Yass Region","101061542","Yass Surrounds",1,"100.0%",18710,"Yass Valley","Southern NSW"
125031487,"Yennora Industrial","125031487","Yennora Industrial",1,"100.0%",12380,"Cumberland","Western Sydney"
101011005,"Young","101061543","Young",1,"100.0%",13910,"Hilltops","Murrumbidgee"
101011006,"Young Region","101061544","Young Surrounds",1,"100.0%",13910,"Hilltops","Murrumbidgee"
