"sa2_code_2021","sa2_name_2021","sa2_code_2011","sa2_name_2011","weight_norm_to_2021","weight_percent_to_2021","lga_code_2021","lga_name_2021","nsw_lhd_name"
"125031715","Pemulwuy - Greystanes (North)",125031482,"Greystanes - Pemulwuy",0.999347278597081,"99.9%",12380,"Cumberland","Western Sydney"
"125031715","Pemulwuy - Greystanes (North)",116011308,"Seven Hills - Toongabbie",0.00065272140291863,"0.1%",12380,"Cumberland","Western Sydney"
"125041588","Pendle Hill - Girraween",125041488,"Girraween - Westmead",1,"100.0%",12380,"Cumberland","Western Sydney"
"126011496","Pennant Hills - Cheltenham",126011496,"Pennant Hills - Cheltenham",1,"100.0%",14000,"Hornsby","Northern Sydney"
"124031464","Penrith",124031464,"Penrith",1,"100.0%",16350,"Penrith","Nepean Blue Mountains"
"119031667","Penshurst",119031369,"Mortdale - Penshurst",1,"100.0%",12930,"Georges River","South Eastern Sydney"
"117021327","Petersham - Stanmore",117021327,"Petersham - Stanmore",1,"100.0%",14170,"Inner West","Sydney"
"123031447","Picton - Tahmoor - Buxton",123031447,"Picton - Tahmoor - Buxton",1,"100.0%",18400,"Wollondilly","South Western Sydney"
"115041301","Pitt Town - McGraths Hill",115041301,"Pitt Town - McGraths Hill",1,"100.0%",13800,"Hawkesbury","Nepean Blue Mountains"
"102011037","Point Clare - Koolewong",102011037,"Point Clare - Koolewong",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
"117011324","Port Botany Industrial",117011324,"Port Botany Industrial",1,"100.0%",16550,"Randwick","South Eastern Sydney"
"107011546","Port Kembla - Warrawong",107011130,"Berkeley - Warrawong - Windang",1,"100.0%",18450,"Wollongong","Illawarra Shoalhaven"
"107011133","Port Kembla Industrial",107011133,"Port Kembla Industrial",1,"100.0%",18450,"Wollongong","Illawarra Shoalhaven"
"108041619","Port Macquarie - East",108041163,"Port Macquarie - East",1,"100.0%",16380,"Port Macquarie-Hastings","Mid North Coast"
"108041620","Port Macquarie - South",108041163,"Port Macquarie - East",1,"100.0%",16380,"Port Macquarie-Hastings","Mid North Coast"
"108041164","Port Macquarie - West",108041164,"Port Macquarie - West",1,"100.0%",16380,"Port Macquarie-Hastings","Mid North Coast"
"108041165","Port Macquarie Surrounds",108041165,"Port Macquarie Region",1,"100.0%",16380,"Port Macquarie-Hastings","Mid North Coast"
"117031333","Potts Point - Woolloomooloo",117031333,"Potts Point - Woolloomooloo",1,"100.0%",17200,"Sydney","South Eastern Sydney"
"112031253","Pottsville",112031253,"Pottsville",1,"100.0%",17550,"Tweed","Northern NSW"
"127031733","Prestons",127031526,"Prestons - Lurnea",1,"100.0%",14900,"Liverpool","South Western Sydney"
"116031318","Prospect Reservoir",116031318,"Prospect Reservoir",1,"100.0%",10750,"Blacktown","Western Sydney"
"119021366","Punchbowl",119021366,"Punchbowl",1,"100.0%",11570,"Canterbury-Bankstown","Sydney"
"126021590","Putney",126021502,"Ryde - Putney",1,"100.0%",16700,"Ryde","Northern Sydney"
"121031409","Pymble",121031409,"Pymble",1,"100.0%",14500,"Ku-ring-gai","Northern Sydney"
"117031641","Pyrmont",117031334,"Pyrmont - Ultimo",1,"100.0%",17200,"Sydney","Sydney"
"116021563","Quakers Hill",116021311,"Quakers Hill - Acacia Gardens",1,"100.0%",10750,"Blacktown","Western Sydney"
"101021009","Queanbeyan",101021009,"Queanbeyan",1,"100.0%",16490,"Queanbeyan-Palerang Regional","Southern NSW"
"101021010","Queanbeyan - East",101021010,"Queanbeyan - East",1,"100.0%",16490,"Queanbeyan-Palerang Regional","Southern NSW"
"101021611","Queanbeyan Surrounds",101021011,"Queanbeyan Region",1,"100.0%",16490,"Queanbeyan-Palerang Regional","Southern NSW"
"101021012","Queanbeyan West - Jerrabomberra",101021012,"Queanbeyan West - Jerrabomberra",1,"100.0%",16490,"Queanbeyan-Palerang Regional","Southern NSW"
"110041201","Quirindi",110041201,"Quirindi",1,"100.0%",14920,"Liverpool Plains","Hunter New England"
"118021569","Randwick - North",118021352,"Randwick",1,"100.0%",16550,"Randwick","South Eastern Sydney"
"118021570","Randwick - South",118021352,"Randwick",1,"100.0%",16550,"Randwick","South Eastern Sydney"
"106031122","Raymond Terrace",106031122,"Raymond Terrace",1,"100.0%",16400,"Port Stephens","Hunter New England"
"117031642","Redfern",117031335,"Redfern - Chippendale",1,"100.0%",17200,"Sydney","Sydney"
"111011211","Redhead",111011211,"Redhead",1,"100.0%",14650,"Lake Macquarie","Hunter New England"
"125011587","Regents Park",125011474,"Lidcombe - Regents Park",1,"100.0%",12380,"Cumberland","Western Sydney"
"119011360","Revesby",119011360,"Revesby",1,"100.0%",11570,"Canterbury-Bankstown","South Western Sydney"
"120011673","Rhodes",120011384,"Concord West - North Strathfield",1,"100.0%",11520,"Canada Bay","Sydney"
"124041466","Richmond - Clarendon",124041466,"Richmond - Clarendon",1,"100.0%",13800,"Hawkesbury","Nepean Blue Mountains"
"116021630","Riverstone",116021312,"Riverstone - Marsden Park",1,"100.0%",10750,"Blacktown","Western Sydney"
"119031373","Riverwood",119031373,"Riverwood",1,"100.0%",11570,"Canterbury-Bankstown","Sydney"
"114021288","Robertson - Fitzroy Falls",114021288,"Robertson - Fitzroy Falls",1,"100.0%",18350,"Wingecarribee","South Western Sydney"
"119041381","Rockdale - Banksia",119041381,"Rockdale - Banksia",1,"100.0%",10500,"Bayside (NSW)","South Eastern Sydney"
"125011475","Rookwood Cemetery",125011475,"Rookwood Cemetery",1,"100.0%",12380,"Cumberland","Western Sydney"
"116031319","Rooty Hill - Minchinbury",116031319,"Rooty Hill - Minchinbury",1,"100.0%",10750,"Blacktown","Western Sydney"
"118011346","Rose Bay - Vaucluse - Watsons Bay",118011346,"Rose Bay - Vaucluse - Watsons Bay",1,"100.0%",18500,"Woollahra","South Eastern Sydney"
"117031643","Rosebery - Beaconsfield",117031338,"Waterloo - Beaconsfield",1,"100.0%",17200,"Sydney","Sydney"
"125041719","Rosehill - Harris Park",125041492,"Parramatta - Rosehill",1,"100.0%",16260,"Parramatta","Western Sydney"
"119021367","Roselands",119021367,"Roselands",1,"100.0%",11570,"Canterbury-Bankstown","Sydney"
"123021444","Rosemeadow - Glen Alpine",123021444,"Rosemeadow - Glen Alpine",1,"100.0%",11500,"Campbelltown (NSW)","South Western Sydney"
"115041625","Rouse Hill - Beaumont Hills",115041302,"Rouse Hill - Beaumont Hills",1,"100.0%",17420,"The Hills Shire","Western Sydney"
"128021537","Royal National Park",128021537,"Royal National Park",1,"100.0%",17150,"Sutherland Shire","South Eastern Sydney"
"106021615","Rutherford (North) - Aberglasslyn",106021117,"Maitland - West",1,"100.0%",15050,"Maitland","Hunter New England"
"106021616","Rutherford (South) - Telarah",106021117,"Maitland - West",1,"100.0%",15050,"Maitland","Hunter New England"
"126021724","Ryde - North",126021502,"Ryde - Putney",1,"100.0%",16700,"Ryde","Northern Sydney"
"126021725","Ryde - South",126021502,"Ryde - Putney",1,"100.0%",16700,"Ryde","Northern Sydney"
"119041382","Sans Souci - Ramsgate",119041382,"Sans Souci - Ramsgate",1,"100.0%",10500,"Bayside (NSW)","South Eastern Sydney"
"102011038","Saratoga - Davistown",102011038,"Saratoga - Davistown",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
"104021089","Sawtell - Boambee",104021089,"Sawtell - Boambee",1,"100.0%",11800,"Coffs Harbour","Mid North Coast"
"116021631","Schofields (West) - Colebee",116021312,"Riverstone - Marsden Park",1,"100.0%",10750,"Blacktown","Western Sydney"
"116021632","Schofields - East",116021312,"Riverstone - Marsden Park",1,"100.0%",10750,"Blacktown","Western Sydney"
"106041128","Scone",106041128,"Scone",1,"100.0%",17620,"Upper Hunter Shire","Hunter New England"
"106041129","Scone Surrounds",106041129,"Scone Region",1,"100.0%",17620,"Upper Hunter Shire","Hunter New England"
"106031123","Seaham - Woodville",106031123,"Seaham - Woodville",1,"100.0%",16400,"Port Stephens","Hunter New England"
"116011626","Seven Hills - Prospect",116011308,"Seven Hills - Toongabbie",1,"100.0%",10750,"Blacktown","Western Sydney"
"107031141","Shellharbour - Flinders",107031141,"Shellharbour - Flinders",1,"100.0%",16900,"Shellharbour","Illawarra Shoalhaven"
"107031142","Shellharbour - Oak Flats",107031142,"Shellharbour - Oak Flats",1,"100.0%",16900,"Shellharbour","Illawarra Shoalhaven"
"111031231","Shortland - Jesmond",111031231,"Shortland - Jesmond",1,"100.0%",15900,"Newcastle","Hunter New England"
"125011709","Silverwater - Newington",125011473,"Homebush Bay - Silverwater",1,"100.0%",16260,"Parramatta","Western Sydney"
"106011112","Singleton",106011112,"Singleton",1,"100.0%",17000,"Singleton","Hunter New England"
"106011113","Singleton Surrounds",106011113,"Singleton Region",1,"100.0%",17000,"Singleton","Hunter New England"
"127021519","Smithfield - Wetherill Park",127021519,"Smithfield - Wetherill Park",1,"100.0%",12850,"Fairfield","South Western Sydney"
"125031486","Smithfield Industrial",125031486,"Smithfield Industrial",1,"100.0%",12380,"Cumberland","Western Sydney"
"118021654","South Coogee",118021348,"Coogee - Clovelly",1,"100.0%",16550,"Randwick","South Eastern Sydney"
"119031374","South Hurstville - Blakehurst",119031374,"South Hurstville - Blakehurst",1,"100.0%",12930,"Georges River","South Eastern Sydney"
"125031716","South Wentworthville",125031485,"Merrylands - Holroyd",1,"100.0%",12380,"Cumberland","Western Sydney"
"108021160","South West Rocks",108021160,"South West Rocks",1,"100.0%",14350,"Kempsey","Mid North Coast"
"114021289","Southern Highlands",114021289,"Southern Highlands",1,"100.0%",18350,"Wingecarribee","South Western Sydney"
"123011702","Spring Farm",123011435,"Mount Annan - Currans Hill",1,"100.0%",11450,"Camden","South Western Sydney"
"124011454","Springwood - Winmalee",124011454,"Springwood - Winmalee",1,"100.0%",10900,"Blue Mountains","Nepean Blue Mountains"
"124051470","St Clair",124051470,"St Clair",1,"100.0%",16350,"Penrith","Nepean Blue Mountains"
"114011279","St Georges Basin - Erowal Bay",114011279,"St Georges Basin - Erowal Bay",1,"100.0%",16950,"Shoalhaven","Illawarra Shoalhaven"
"121031410","St Ives",121031410,"St Ives",1,"100.0%",14500,"Ku-ring-gai","Northern Sydney"
"127021520","St Johns Park - Wakeley",127021520,"St Johns Park - Wakeley",1,"100.0%",12850,"Fairfield","South Western Sydney"
"121011401","St Leonards - Naremburn",121011401,"St Leonards - Naremburn",1,"100.0%",18250,"Willoughby","Northern Sydney"
"124051581","St Marys - North St Marys",124051471,"St Marys - Colyton",1,"100.0%",16350,"Penrith","Nepean Blue Mountains"
"116021633","Stanhope Gardens - Parklea",116021310,"Parklea - Kellyville Ridge",1,"100.0%",10750,"Blacktown","Western Sydney"
"111031232","Stockton - Fullerton Cove",111031232,"Stockton - Fullerton Cove",1,"100.0%",16400,"Port Stephens","Hunter New England"
"120031680","Strathfield - East",120031397,"Strathfield",1,"100.0%",17100,"Strathfield","Sydney"
"120031681","Strathfield - West",120031397,"Strathfield",1,"100.0%",17100,"Strathfield","Sydney"
"120031576","Strathfield South",120031397,"Strathfield",1,"100.0%",17100,"Strathfield","Sydney"
"102021052","Summerland Point - Gwandalan",102021052,"Summerland Point - Gwandalan",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
"117031336","Surry Hills",117031336,"Surry Hills",1,"100.0%",17200,"Sydney","South Eastern Sydney"
"114011280","Sussex Inlet - Berrara",114011280,"Sussex Inlet - Berrara",1,"100.0%",16950,"Shoalhaven","Illawarra Shoalhaven"
"128021538","Sutherland - Kirrawee",128021538,"Sutherland - Kirrawee",1,"100.0%",17150,"Sutherland Shire","South Eastern Sydney"
"111011212","Swansea - Caves Beach",111011212,"Swansea - Caves Beach",1,"100.0%",14650,"Lake Macquarie","Hunter New England"
"117021328","Sydenham - Tempe - St Peters",117021328,"Sydenham - Tempe - St Peters",1,"100.0%",14170,"Inner West","Sydney"
"117031644","Sydney (North) - Millers Point",117031337,"Sydney - Haymarket - The Rocks",1,"100.0%",17200,"Sydney","South Eastern Sydney"
"117031645","Sydney (South) - Haymarket",117031337,"Sydney - Haymarket - The Rocks",1,"100.0%",17200,"Sydney","South Eastern Sydney"
"117011325","Sydney Airport",117011325,"Sydney Airport",1,"100.0%",10500,"Bayside (NSW)","South Eastern Sydney"
"128011531","Sylvania - Taren Point",128011531,"Sylvania - Taren Point",1,"100.0%",17150,"Sutherland Shire","South Eastern Sydney"
"110041202","Tamworth - East",110041202,"Tamworth - East",1,"100.0%",17310,"Tamworth Regional","Hunter New England"
"110041203","Tamworth - North",110041203,"Tamworth - North",1,"100.0%",17310,"Tamworth Regional","Hunter New England"
"110041204","Tamworth - West",110041204,"Tamworth - West",1,"100.0%",17310,"Tamworth Regional","Hunter New England"
"110041205","Tamworth Surrounds",110041205,"Tamworth Region",1,"100.0%",17310,"Tamworth Regional","Hunter New England"
"108051169","Taree",108051169,"Taree",1,"100.0%",15240,"Mid-Coast","Hunter New England"
"108051170","Taree Surrounds",108051170,"Taree Region",1,"100.0%",15240,"Mid-Coast","Hunter New England"
"106031124","Tea Gardens - Hawks Nest",106031124,"Tea Gardens - Hawks Nest",1,"100.0%",15240,"Mid-Coast","Hunter New England"
"113031266","Temora",113031266,"Temora",1,"100.0%",17350,"Temora","Murrumbidgee"
"106021617","Tenambit - East Maitland",106021115,"Maitland - East",1,"100.0%",15050,"Maitland","Hunter New England"
"110021194","Tenterfield",110021194,"Tenterfield",1,"100.0%",17400,"Tenterfield","Hunter New England"
"112031551","Terranora - North Tumbulgum",112031255,"Tweed Heads - South",1,"100.0%",17550,"Tweed","Northern NSW"
"122031432","Terrey Hills - Duffys Forest",122031432,"Terrey Hills - Duffys Forest",1,"100.0%",15990,"Northern Beaches","Northern Sydney"
"102011039","Terrigal - North Avoca",102011039,"Terrigal - North Avoca",0.999034433220293,"99.9%",11650,"Central Coast (NSW)","Central Coast"
"102011039","Terrigal - North Avoca",102011034,"Kincumber - Picketts Valley",0.000965566779707413,"0.1%",11650,"Central Coast (NSW)","Central Coast"
"102021053","The Entrance",102021053,"The Entrance",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
"123031448","The Oaks - Oakdale",123031448,"The Oaks - Oakdale",1,"100.0%",18400,"Wollondilly","South Western Sydney"
"107041148","Thirroul - Austinmer - Coalcliff",107041148,"Thirroul - Austinmer - Coalcliff",1,"100.0%",18450,"Wollongong","Illawarra Shoalhaven"
"106021618","Thornton - Millers Forest",106021118,"Thornton - Millers Forest",0.996532068401961,"99.7%",15050,"Maitland","Hunter New England"
"106021618","Thornton - Millers Forest",106021115,"Maitland - East",0.00346793159803883,"0.3%",15050,"Maitland","Hunter New England"
"109031185","Tocumwal - Finley - Jerilderie",109031185,"Tocumwal - Finley - Jerilderie",1,"100.0%",15560,"Murrumbidgee","Murrumbidgee"
"114011281","Tomerong - Wandandian - Woollamia",114011281,"Tomerong - Wandandian - Woollamia",1,"100.0%",16950,"Shoalhaven","Illawarra Shoalhaven"
"125041493","Toongabbie - Constitution Hill",125041493,"Toongabbie - Constitution Hill",1,"100.0%",16260,"Parramatta","Western Sydney"
"116011627","Toongabbie - West",116011308,"Seven Hills - Toongabbie",1,"100.0%",10750,"Blacktown","Western Sydney"
"111021219","Toronto - Awaba",111021219,"Toronto - Awaba",1,"100.0%",14650,"Lake Macquarie","Hunter New England"
"102021054","Toukley - Norah Head",102021054,"Toukley - Norah Head",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
"102021055","Tuggerah - Kangy Angy",102021055,"Tuggerah - Kangy Angy",0.99346113813491,"99.3%",11650,"Central Coast (NSW)","Central Coast"
"102021055","Tuggerah - Kangy Angy",102021047,"Chittaway Bay - Tumbi Umbi",0.00653886186509016,"0.7%",11650,"Central Coast (NSW)","Central Coast"
"113021260","Tumbarumba",113021260,"Tumbarumba",1,"100.0%",17080,"Snowy Valleys","Murrumbidgee"
"113021261","Tumut",113021261,"Tumut",1,"100.0%",17080,"Snowy Valleys","Murrumbidgee"
"113021262","Tumut Surrounds",113021262,"Tumut Region",1,"100.0%",17080,"Snowy Valleys","Murrumbidgee"
"108011154","Tuncurry",108011154,"Tuncurry",1,"100.0%",15240,"Mid-Coast","Hunter New England"
"121031411","Turramurra",121031411,"Turramurra",1,"100.0%",14500,"Ku-ring-gai","Northern Sydney"
"112031254","Tweed Heads",112031254,"Tweed Heads",1,"100.0%",17550,"Tweed","Northern NSW"
"112031552","Tweed Heads South",112031255,"Tweed Heads - South",1,"100.0%",17550,"Tweed","Northern NSW"
"114011282","Ulladulla",114011282,"Ulladulla",1,"100.0%",16950,"Shoalhaven","Illawarra Shoalhaven"
"114011283","Ulladulla Surrounds",114011283,"Ulladulla Region",1,"100.0%",16950,"Shoalhaven","Illawarra Shoalhaven"
"117031646","Ultimo",117031334,"Pyrmont - Ultimo",1,"100.0%",17200,"Sydney","Sydney"
"102011040","Umina - Booker Bay - Patonga",102011040,"Umina - Booker Bay - Patonga",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
"107011134","Unanderra - Mount Kembla",107011134,"Unanderra - Mount Kembla",1,"100.0%",18450,"Wollongong","Illawarra Shoalhaven"
"104021090","Urunga",104021090,"Urunga",1,"100.0%",10600,"Bellingen","Mid North Coast"
"111011213","Valentine - Eleebana",111011213,"Valentine - Eleebana",1,"100.0%",14650,"Lake Macquarie","Hunter New England"
"113031267","Wagga Wagga - East",113031267,"Wagga Wagga - East",1,"100.0%",17750,"Wagga Wagga","Murrumbidgee"
"113031268","Wagga Wagga - North",113031268,"Wagga Wagga - North",0.999807037241812,"100.0%",17750,"Wagga Wagga","Murrumbidgee"
"113031268","Wagga Wagga - North",113031271,"Wagga Wagga Region",0.00019296275818767,"0.0%",17750,"Wagga Wagga","Murrumbidgee"
"113031269","Wagga Wagga - South",113031269,"Wagga Wagga - South",1,"100.0%",17750,"Wagga Wagga","Murrumbidgee"
"113031270","Wagga Wagga - West",113031270,"Wagga Wagga - West",1,"100.0%",17750,"Wagga Wagga","Murrumbidgee"
"113031271","Wagga Wagga Surrounds",113031271,"Wagga Wagga Region",1,"100.0%",17750,"Wagga Wagga","Murrumbidgee"
"121031412","Wahroonga (East) - Warrawee",121031412,"Wahroonga - Warrawee",1,"100.0%",14500,"Ku-ring-gai","Northern Sydney"
"121021579","Wahroonga (West) - Waitara",121021405,"Hornsby - Waitara",1,"100.0%",14000,"Hornsby","Northern Sydney"
"110011189","Walcha",110011189,"Walcha",1,"100.0%",17850,"Walcha","Hunter New England"
"105011096","Walgett - Lightning Ridge",105011096,"Walgett - Lightning Ridge",1,"100.0%",17900,"Walgett","Western NSW"
"111031233","Wallsend - Elermore Vale",111031233,"Wallsend - Elermore Vale",1,"100.0%",15900,"Newcastle","Hunter New England"
"102011041","Wamberal - Forresters Beach",102011041,"Wamberal - Forresters Beach",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
"111021220","Wangi Wangi - Rathmines",111021220,"Wangi Wangi - Rathmines",1,"100.0%",14650,"Lake Macquarie","Hunter New England"
"111031234","Waratah - North Lambton",111031234,"Waratah - North Lambton",1,"100.0%",15900,"Newcastle","Hunter New England"
"107031143","Warilla",107031143,"Warilla",1,"100.0%",16900,"Shellharbour","Illawarra Shoalhaven"
"111011214","Warners Bay - Boolaroo",111011214,"Warners Bay - Boolaroo",1,"100.0%",14650,"Lake Macquarie","Hunter New England"
"102021056","Warnervale - Wadalba",102021056,"Warnervale - Wadalba",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
"124031465","Warragamba - Silverdale",124031465,"Warragamba - Silverdale",1,"100.0%",18400,"Wollondilly","South Western Sydney"
"127031601","Warwick Farm",127031525,"Liverpool - Warwick Farm",1,"100.0%",14900,"Liverpool","South Western Sydney"
"117031647","Waterloo",117031338,"Waterloo - Beaconsfield",1,"100.0%",17200,"Sydney","Sydney"
"108041166","Wauchope",108041166,"Wauchope",1,"100.0%",16380,"Port Macquarie-Hastings","Mid North Coast"
"105031106","Wellington",105031106,"Wellington",1,"100.0%",12390,"Dubbo Regional","Western NSW"
"109021178","Wentworth - Buronga",109021178,"Wentworth - Buronga",1,"100.0%",18200,"Wentworth","Far West"
"124011455","Wentworth Falls",124011455,"Wentworth Falls",1,"100.0%",10900,"Blue Mountains","Nepean Blue Mountains"
"125011710","Wentworth Point - Sydney Olympic Park",125011473,"Homebush Bay - Silverwater",1,"100.0%",16260,"Parramatta","Western Sydney"
"109021179","Wentworth-Balranald Region",109021179,"Wentworth-Balranald Region",1,"100.0%",18200,"Wentworth","Far West"
"125041589","Wentworthville - Westmead",125041488,"Girraween - Westmead",1,"100.0%",12380,"Cumberland","Western Sydney"
"127011597","West Hoxton - Middleton Grange",127011508,"Hoxton Park - Horningsea Park",0.871475438325286,"87.1%",14900,"Liverpool","South Western Sydney"
"127011597","West Hoxton - Middleton Grange",127011505,"Badgerys Creek - Greendale",0.128524561674714,"12.9%",14900,"Liverpool","South Western Sydney"
"115011296","West Pennant Hills",115011296,"West Pennant Hills",1,"100.0%",17420,"The Hills Shire","Western Sydney"
"126021503","West Ryde - Meadowbank",126021503,"West Ryde - Meadowbank",1,"100.0%",16700,"Ryde","Northern Sydney"
"111021221","West Wallsend - Barnsley - Killingworth",111021221,"West Wallsend - Barnsley - Killingworth",1,"100.0%",14650,"Lake Macquarie","Hunter New England"
"103021069","West Wyalong",103021069,"West Wyalong",1,"100.0%",10800,"Bland","Murrumbidgee"
"127021521","Wetherill Park Industrial",127021521,"Wetherill Park Industrial",1,"100.0%",12850,"Fairfield","South Western Sydney"
"111031235","Wickham - Carrington - Tighes Hill",111031235,"Wickham - Carrington - Tighes Hill",1,"100.0%",15900,"Newcastle","Hunter New England"
"119021574","Wiley Park",119021365,"Lakemba - Wiley Park",1,"100.0%",11570,"Canterbury-Bankstown","Sydney"
"106031125","Williamtown - Medowie - Karuah",106031125,"Williamtown - Medowie - Karuah",1,"100.0%",16400,"Port Stephens","Hunter New England"
"121011687","Willoughby",121011402,"Willoughby - Castle Cove - Northbridge",1,"100.0%",18250,"Willoughby","Northern Sydney"
"107011547","Windang - Primbee",107011130,"Berkeley - Warrawong - Windang",1,"100.0%",18450,"Wollongong","Illawarra Shoalhaven"
"124041467","Windsor - Bligh Park",124041467,"Windsor - Bligh Park",1,"100.0%",13800,"Hawkesbury","Nepean Blue Mountains"
"108051171","Wingham",108051171,"Wingham",1,"100.0%",15240,"Mid-Coast","Hunter New England"
"125041494","Winston Hills",125041494,"Winston Hills",1,"100.0%",16260,"Parramatta","Western Sydney"
"103031075","Wollangambe - Wollemi",103031075,"Wollangambe - Wollemi",1,"100.0%",14870,"Lithgow","Nepean Blue Mountains"
"119041671","Wolli Creek",119041375,"Arncliffe - Bardwell Valley",1,"100.0%",10500,"Bayside (NSW)","South Eastern Sydney"
"107041548","Wollongong - East",107041149,"Wollongong",1,"100.0%",18450,"Wollongong","Illawarra Shoalhaven"
"107041549","Wollongong - West",107041149,"Wollongong",1,"100.0%",18450,"Wollongong","Illawarra Shoalhaven"
"104021091","Woolgoolga - Arrawarra",104021091,"Woolgoolga - Arrawarra",1,"100.0%",11800,"Coffs Harbour","Mid North Coast"
"118011347","Woollahra",118011347,"Woollahra",1,"100.0%",18500,"Woollahra","South Eastern Sydney"
"128011606","Woolooware - Burraneer",128011528,"Cronulla - Kurnell - Bundeena",1,"100.0%",17150,"Sutherland Shire","South Eastern Sydney"
"107041150","Woonona - Bulli - Russell Vale",107041150,"Woonona - Bulli - Russell Vale",1,"100.0%",18450,"Wollongong","Illawarra Shoalhaven"
"128021609","Woronora Heights",128021532,"Engadine - Loftus",1,"100.0%",17150,"Sutherland Shire","South Eastern Sydney"
"102011042","Woy Woy - Blackwall",102011042,"Woy Woy - Blackwall",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
"102011043","Wyoming",102011043,"Wyoming",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
"102021057","Wyong",102021057,"Wyong",1,"100.0%",11650,"Central Coast (NSW)","Central Coast"
"119011361","Yagoona - Birrong",119011361,"Yagoona - Birrong",1,"100.0%",11570,"Canterbury-Bankstown","South Western Sydney"
"124041468","Yarramundi - Londonderry",124041468,"Yarramundi - Londonderry",1,"100.0%",16350,"Penrith","Nepean Blue Mountains"
"101061541","Yass",101011003,"Yass",1,"100.0%",18710,"Yass Valley","Southern NSW"
"101061542","Yass Surrounds",101011004,"Yass Region",0.999650522177447,"100.0%",18710,"Yass Valley","Southern NSW"
"101061542","Yass Surrounds",113031264,"Gundagai",0.000349477822553235,"0.0%",18710,"Yass Valley","Southern NSW"
"125031487","Yennora Industrial",125031487,"Yennora Industrial",1,"100.0%",12380,"Cumberland","Western Sydney"
"101061543","Young",101011005,"Young",1,"100.0%",13910,"Hilltops","Murrumbidgee"
"101061544","Young Surrounds",101011006,"Young Region",1,"100.0%",13910,"Hilltops","Murrumbidgee"
"117031648","Zetland",117031338,"Waterloo - Beaconsfield",1,"100.0%",17200,"Sydney","Sydney"
